alpha_name,beta_name,alpha_value,beta_value,rho,cf_terms,best_p,best_q,best_approx,delta,abs_error,n_lock,tau_scaled,pair,carrier,abs_delta,Crystal_n_start,Crystal_n_end,Crystal_count,Crystal_mean_err,Crystal_lock_scaled_pct,Crystal_lock_soft_pct,Transit_n_start,Transit_n_end,Transit_count,Transit_mean_err,Transit_lock_scaled_pct,Transit_lock_soft_pct,PostCrk_n_start,PostCrk_n_end,PostCrk_count,PostCrk_mean_err,PostCrk_lock_scaled_pct,PostCrk_lock_soft_pct
sqrt5,pi_over_e,2.23606797749979,1.1557273497909217,0.5601436530835571,"[0; 1, 1, 3, 1, 1, 1, 10, 2, 121]",14,25,0.56,0.000143653083557016,0.000143653083557016,6961.214999628597,0.004,sqrt5 / pi_over_e,14/25,0.000143653083557016,1,696,696,0.05006309961963869,3.8793103448275863,50.0,6265.0,7657.0,1393,0.050027182739336845,4.0201005025125625,49.96410624551328,8353.0,10441.0,2089,0.3499080261857803,0.0,0.0
sqrt5,e_over_pi,2.23606797749979,0.8652559794322651,0.43985634691644293,"[0; 2, 3, 1, 1, 1, 10, 2, 121, 10]",11,25,0.44,-0.00014365308355707151,0.00014365308355707151,6961.214999625907,0.004,sqrt5 / e_over_pi,11/25,0.00014365308355707151,1,696,696,0.05006309961963864,3.8793103448275863,50.0,6265.0,7657.0,1393,0.05002718273933652,4.0201005025125625,49.96410624551328,8353.0,10441.0,2089,0.3499080261857803,0.0,0.0
e,pi_over_2,2.718281828459045,1.5707963267948966,0.21443378651762446,"[0; 4, 1, 1, 1, 33, 1, 4, 2, 1]",3,14,0.21428571428571427,0.0001480722319101846,0.0001480722319101846,6753.460706978232,0.007142857142857143,e / pi_over_2,3/14,0.0001480722319101846,1,675,675,0.05004841438563838,7.111111111111111,49.925925925925924,6078.0,7428.0,1351,0.050011419421556146,7.105847520355292,50.03700962250185,8104.0,10130.0,2027,0.34997453832504494,0.0,0.0
pi_over_2,sqrt7,1.5707963267948966,2.6457513110645907,0.46413520738219693,"[0; 2, 6, 2, 8, 95, 2, 4, 1, 3]",13,28,0.4642857142857143,-0.00015050690351736673,0.00015050690351736673,6644.21349871577,0.0035714285714285713,pi_over_2 / sqrt7,13/28,0.00015050690351736673,1,664,664,0.050043545419519116,3.463855421686747,50.0,5979.0,7308.0,1330,0.05004359373986627,3.5338345864661656,49.92481203007519,7973.0,9966.0,1994,0.34997167109887733,0.0,0.0
zeta3,catalan,1.202056903159594,0.915965594177219,0.9033770336697944,"[0; 1, 9, 2, 1, 6, 4, 1, 10, 1]",28,31,0.9032258064516129,0.00015122721818150442,0.00015122721818150442,6612.566256424753,0.0032258064516129032,zeta3 / catalan,28/31,0.00015122721818150442,1,661,661,0.0500562092180699,3.177004538577912,49.92435703479576,5951.0,7273.0,1323,0.05001843856362119,3.1746031746031744,50.03779289493575,7935.0,9918.0,1984,0.3499297630969756,0.0,0.0
log2,e,0.6931471805599453,2.718281828459045,0.6334870794183356,"[0; 1, 1, 1, 2, 1, 2, 6, 1, 6]",19,30,0.6333333333333333,0.00015374608500229314,0.00015374608500229314,6504.230660475581,0.0033333333333333335,log2 / e,19/30,0.00015374608500229314,1,650,650,0.050044350668236745,3.230769230769231,50.0,5853.0,7154.0,1302,0.05004440514311404,3.302611367127496,49.92319508448541,7805.0,9756.0,1952,0.34996749936237426,0.0,0.0
pi_over_2,pi_over_4,1.5707963267948966,0.7853981633974483,0.13059140925503399,"[0; 7, 1, 1, 1, 11, 2, 2, 1, 1]",3,23,0.13043478260869565,0.000156626646338337,0.000156626646338337,6384.609664947115,0.004347826086956522,pi_over_2 / pi_over_4,3/23,0.000156626646338337,1,638,638,0.050042213505097535,4.231974921630094,50.0,5746.0,7023.0,1278,0.05004221350509735,4.381846635367762,49.92175273865415,7661.0,9576.0,1916,0.34988675146692627,0.0,0.0
sqrt5,ln_phi,2.23606797749979,0.48121182505960347,0.8998271058509946,"[0; 1, 8, 1, 56, 1, 15, 2, 1, 4]",9,10,0.9,-0.00017289414900545363,0.00017289414900545363,5783.885722867677,0.01,sqrt5 / ln_phi,9/10,0.00017289414900545363,1,578,578,0.050052856137072506,9.86159169550173,50.0,5205.0,6362.0,1158,0.0500528561370725,9.93091537132988,50.0,6940.0,8675.0,1736,0.34987106835990606,0.0,0.0
log2,pi,0.6931471805599453,3.141592653589793,0.6798258479032298,"[0; 1, 2, 8, 9, 14, 1, 5, 2, 1]",17,25,0.68,-0.00017415209677029697,0.00017415209677029697,5742.10714970018,0.004,log2 / pi,17/25,0.00017415209677029697,1,574,574,0.05006872782144627,3.8327526132404177,50.0,5167.0,6316.0,1150,0.05006876027421917,4.0,49.913043478260875,6890.0,8613.0,1724,0.3499399781145783,0.0,0.0
log2,inv_pi,0.6931471805599453,0.3183098861837907,0.3201741520967703,"[0; 3, 8, 9, 14, 1, 5, 2, 1, 2]",8,25,0.32,0.00017415209677029697,0.00017415209677029697,5742.10714970018,0.004,log2 / inv_pi,8/25,0.00017415209677029697,1,574,574,0.050068727821462315,3.8327526132404177,50.0,5167.0,6316.0,1150,0.05006876027423598,4.0,49.913043478260875,6890.0,8613.0,1724,0.34993997811500877,0.0,0.0
pi_over_2,e_over_pi,1.5707963267948966,0.8652559794322651,0.8798240761458715,"[0; 1, 7, 3, 8, 1, 3, 2, 3, 1]",22,25,0.88,-0.0001759238541284569,0.0001759238541284569,5684.277467396862,0.004,pi_over_2 / e_over_pi,22/25,0.0001759238541284569,1,568,568,0.05005033649954477,3.873239436619718,50.0,5115.0,6252.0,1138,0.050050422287124655,4.042179261862917,49.91212653778559,6821.0,8526.0,1706,0.34995169465467935,0.0,0.0
pi_over_2,pi_over_e,1.5707963267948966,1.1557273497909217,0.12017592385412845,"[0; 8, 3, 8, 1, 3, 2, 3, 1, 3]",3,25,0.12,0.0001759238541284569,0.0001759238541284569,5684.277467396862,0.004,pi_over_2 / pi_over_e,3/25,0.0001759238541284569,1,568,568,0.0500503364995447,3.873239436619718,50.0,5115.0,6252.0,1138,0.050050422287126556,4.042179261862917,49.91212653778559,6821.0,8526.0,1706,0.3499516946546799,0.0,0.0
sqrt3,sqrt11,1.7320508075688772,3.3166247903554,0.45815690999132613,"[0; 2, 5, 2, 9, 2, 1, 1, 1, 1]",11,24,0.4583333333333333,-0.00017642334200718146,0.00017642334200718146,5668.184201834779,0.004166666666666667,sqrt3 / sqrt11,11/24,0.00017642334200718146,1,566,566,0.05001601745904117,4.063604240282685,50.0,5101.0,6235.0,1135,0.050060113066937716,4.140969162995595,49.95594713656388,6801.0,8502.0,1702,0.34990320136809017,0.0,0.0
log10,sqrt3,2.302585092994046,1.7320508075688772,0.5183380958883792,"[0; 1, 1, 13, 7, 1, 1, 8, 6, 4]",14,27,0.5185185185185185,-0.0001804226301392875,0.0001804226301392875,5542.541970638568,0.003703703703703704,log10 / sqrt3,14/27,0.0001804226301392875,1,554,554,0.05006727986366011,3.6101083032490973,50.0,4988.0,6096.0,1109,0.050022221706675314,3.69702434625789,49.95491433724076,6651.0,8313.0,1663,0.34992211870236467,0.0,0.0
sqrt11,two_pi,3.3166247903554,6.283185307179586,0.6523546423818029,"[0; 1, 1, 1, 7, 10, 3, 26, 2, 2]",15,23,0.6521739130434783,0.00018072933832458116,0.00018072933832458116,5533.135954960718,0.004347826086956522,sqrt11 / two_pi,15/23,0.00018072933832458116,1,553,553,0.05006202671591176,4.3399638336347195,49.90958408679928,4979.0,6086.0,1108,0.0500620710679902,4.332129963898916,49.90974729241877,6639.0,8299.0,1661,0.34986742794636994,0.0,0.0
sqrt11,pi_over_2,3.3166247903554,1.5707963267948966,0.654990154307804,"[0; 1, 1, 1, 8, 1, 5, 1, 1, 1]",19,29,0.6551724137931034,-0.0001822594852993742,0.0001822594852993742,5486.682892566216,0.0034482758620689655,sqrt11 / pi_over_2,19/29,0.0001822594852993742,1,548,548,0.050030228714684356,3.2846715328467155,50.0,4938.0,6035.0,1098,0.05003022871468327,3.4608378870673953,50.0,6584.0,8230.0,1647,0.349996007612635,0.0,0.0
log3,e_over_pi,1.0986122886681098,0.8652559794322651,0.35018377811365586,"[0; 2, 1, 5, 1, 12, 1, 3, 18, 2]",7,20,0.35,0.0001837781136558858,0.0001837781136558858,5441.344347850059,0.005,log3 / e_over_pi,7/20,0.0001837781136558858,1,544,544,0.050079535971222874,4.963235294117647,50.0,4897.0,5985.0,1089,0.05003360736482487,4.958677685950414,49.95408631772268,6529.0,8162.0,1634,0.3499421338591448,0.0,0.0
log3,pi_over_e,1.0986122886681098,1.1557273497909217,0.6498162218863441,"[0; 1, 1, 1, 5, 1, 12, 1, 3, 18]",13,20,0.65,-0.0001837781136558858,0.0001837781136558858,5441.344347850059,0.005,log3 / pi_over_e,13/20,0.0001837781136558858,1,544,544,0.050079535971222826,4.963235294117647,50.0,4897.0,5985.0,1089,0.05003360736481861,4.958677685950414,49.95408631772268,6529.0,8162.0,1634,0.34994213385914646,0.0,0.0
log3,sqrt2_over_pi,1.0986122886681098,0.4501581580785531,0.8821686577694627,"[0; 1, 7, 2, 18, 3, 3, 1, 2, 1]",15,17,0.8823529411764706,-0.00018428340700782364,0.00018428340700782364,5426.424528593318,0.0058823529411764705,log3 / sqrt2_over_pi,15/17,0.00018428340700782364,1,542,542,0.050032945002631384,5.719557195571956,50.0,4883.0,5969.0,1087,0.050079045442902266,5.887764489420423,49.86200551977921,6511.0,8139.0,1629,0.3498759563325,0.0,0.0
log3,pi_over_sqrt2,1.0986122886681098,2.221441469079183,0.1178313422305373,"[0; 8, 2, 18, 3, 3, 1, 2, 1, 1]",2,17,0.11764705882352941,0.00018428340700789303,0.00018428340700789303,5426.424528591275,0.0058823529411764705,log3 / pi_over_sqrt2,2/17,0.00018428340700789303,1,542,542,0.050032945002642534,5.719557195571956,50.0,4883.0,5969.0,1087,0.0500790454429167,5.887764489420423,49.86200551977921,6511.0,8139.0,1629,0.3498759563328045,0.0,0.0
pi_over_4,sqrt5,0.7853981633974483,2.23606797749979,0.6998151051317656,"[0; 1, 2, 3, 53, 1, 3, 1, 1, 1]",7,10,0.7,-0.0001848948682343643,0.0001848948682343643,5408.478934809838,0.01,pi_over_4 / sqrt5,7/10,0.0001848948682343643,1,540,540,0.05001406185740748,10.0,50.0,4867.0,5949.0,1083,0.05006032465929684,9.97229916897507,49.86149584487535,6490.0,8112.0,1623,0.34991743297941685,0.0,0.0
pi_over_4,e,0.7853981633974483,2.718281828459045,0.7584355247295095,"[0; 1, 3, 7, 6, 3, 1, 1, 9, 1]",22,29,0.7586206896551724,-0.0001851649256628951,0.0001851649256628951,5400.590832307872,0.0034482758620689655,pi_over_4 / e,22/29,0.0001851649256628951,1,540,540,0.0500871123918235,3.3333333333333335,50.0,4860.0,5940.0,1081,0.05004087954171134,3.515263644773358,49.953746530989825,6480.0,8100.0,1621,0.34985230808278506,0.0,0.0
zeta3,sqrt2_over_pi,1.202056903159594,0.4501581580785531,0.7694258926314727,"[0; 1, 3, 2, 1, 29, 1, 1, 1, 2]",10,13,0.7692307692307693,0.00019512340070337864,0.00019512340070337864,5124.961928683138,0.007692307692307693,zeta3 / sqrt2_over_pi,10/13,0.00019512340070337864,1,512,512,0.05004915228042751,7.6171875,50.0,4612.0,5637.0,1026,0.050049152280427986,7.69980506822612,50.0,6149.0,7687.0,1539,0.34986368606626883,0.0,0.0
zeta3,pi_over_sqrt2,1.202056903159594,2.221441469079183,0.23057410736852732,"[0; 4, 2, 1, 29, 1, 1, 1, 2, 1]",3,13,0.23076923076923078,-0.0001951234007034619,0.0001951234007034619,5124.96192868095,0.007692307692307693,zeta3 / pi_over_sqrt2,3/13,0.0001951234007034619,1,512,512,0.05004915228043469,7.6171875,50.0,4612.0,5637.0,1026,0.05004915228043486,7.69980506822612,50.0,6149.0,7687.0,1539,0.34986368606646073,0.0,0.0
inv_pi,ln_phi,0.3183098861837907,0.48121182505960347,0.565019416783948,"[0; 1, 1, 3, 2, 1, 8, 1, 5, 1]",13,23,0.5652173913043478,-0.000197974520399824,0.000197974520399824,5051.155057632805,0.004347826086956522,inv_pi / ln_phi,13/23,0.000197974520399824,1,505,505,0.05008755366116645,4.158415841584159,49.9009900990099,4546.0,5556.0,1011,0.050038041439404074,4.3521266073194855,49.95054401582591,6061.0,7576.0,1516,0.3498892673464952,0.0,0.0
pi,ln_phi,3.141592653589793,0.48121182505960347,0.43498058321605204,"[0; 2, 3, 2, 1, 8, 1, 5, 1, 3]",10,23,0.43478260869565216,0.0001979745203998795,0.0001979745203998795,5051.155057631389,0.004347826086956522,pi / ln_phi,10/23,0.0001979745203998795,1,505,505,0.05008755366116643,4.158415841584159,49.9009900990099,4546.0,5556.0,1011,0.0500380414394043,4.3521266073194855,49.95054401582591,6061.0,7576.0,1516,0.34988926734649617,0.0,0.0
euler_gamma,catalan,0.577215664901532,0.915965594177219,0.2606673029487405,"[0; 3, 1, 5, 9, 5, 1, 4, 4, 1]",6,23,0.2608695652173913,-0.0002022622686507769,0.0002022622686507769,4944.075860864517,0.004347826086956522,euler_gamma / catalan,6/23,0.0002022622686507769,1,494,494,0.050059911491069115,4.251012145748987,50.0,4449.0,5438.0,990,0.05005994248862605,4.343434343434343,50.0,5932.0,7416.0,1485,0.3498983809753338,0.0,0.0
catalan,sqrt3,0.915965594177219,1.7320508075688772,0.8402048168207692,"[0; 1, 5, 3, 1, 7, 19, 3, 1, 1]",21,25,0.84,0.00020481682076922691,0.00020481682076922691,4882.411494545798,0.004,catalan / sqrt3,21/25,0.00020481682076922691,1,488,488,0.05007771267806823,3.8934426229508197,50.0,4394.0,5370.0,977,0.05002654232835257,3.991811668372569,49.94882292732856,5858.0,7323.0,1466,0.3498452572793855,0.0,0.0
e_over_pi,euler_gamma,0.8652559794322651,0.577215664901532,0.26336584559189474,"[0; 3, 1, 3, 1, 12, 1, 1, 7, 2]",5,19,0.2631578947368421,0.0002079508550526521,0.0002079508550526521,4808.828507806833,0.005263157894736842,e_over_pi / euler_gamma,5/19,0.0002079508550526521,1,480,480,0.050012180640159346,5.208333333333334,50.0,4327.0,5289.0,963,0.05006429327727937,5.29595015576324,49.94807892004154,5770.0,7213.0,1444,0.34991297557419637,0.0,0.0
pi_over_e,euler_gamma,1.1557273497909217,0.577215664901532,0.7366341544081052,"[0; 1, 2, 1, 3, 1, 12, 1, 1, 7]",14,19,0.7368421052631579,-0.0002079508550526521,0.0002079508550526521,4808.828507806833,0.005263157894736842,pi_over_e / euler_gamma,14/19,0.0002079508550526521,1,480,480,0.05001218064017278,5.208333333333334,50.0,4327.0,5289.0,963,0.05006429327729306,5.29595015576324,49.94807892004154,5770.0,7213.0,1444,0.3499129755745573,0.0,0.0
sqrt2,phi_inv,1.4142135623730951,0.6180339887498948,0.2797899547937218,"[0; 3, 1, 1, 2, 1, 6, 1, 8, 1]",7,25,0.28,-0.00021004520627820877,0.00021004520627820877,4760.879896851735,0.004,sqrt2 / phi_inv,7/25,0.00021004520627820877,1,476,476,0.0500957816973464,3.9915966386554618,50.0,4284.0,5236.0,953,0.05004340922769074,3.987408184679958,49.94753410283316,5713.0,7141.0,1429,0.3499605407498767,0.0,0.0
sqrt2,phi,1.4142135623730951,1.618033988749895,0.7202100452062783,"[0; 1, 2, 1, 1, 2, 1, 6, 1, 8]",18,25,0.72,0.0002100452062783198,0.0002100452062783198,4760.879896849218,0.004,sqrt2 / phi,18/25,0.0002100452062783198,1,476,476,0.05009578169737322,3.9915966386554618,50.0,4284.0,5236.0,953,0.050043409227716024,3.987408184679958,49.94753410283316,5713.0,7141.0,1429,0.34996054075058874,0.0,0.0
pi_over_3,sqrt7,1.0471975511965976,2.6457513110645907,0.04739951349108202,"[0; 21, 10, 3, 1, 1, 4, 6, 146, 1]",1,21,0.047619047619047616,-0.00021953412796559685,0.00021953412796559685,4555.10042683072,0.004761904761904762,pi_over_3 / sqrt7,1/21,0.00021953412796559685,1,455,455,0.05005378117615667,4.615384615384616,49.89010989010989,4099.0,5010.0,912,0.050053829525097064,4.714912280701754,49.890350877192986,5466.0,6832.0,1367,0.34991535286047126,0.0,0.0
pi_over_2,log10,1.5707963267948966,2.302585092994046,0.5414450095585913,"[0; 1, 1, 5, 1, 1, 7, 3, 2, 3]",13,24,0.5416666666666666,-0.0002216571080753127,0.0002216571080753127,4511.472736801334,0.004166666666666667,pi_over_2 / log10,13/24,0.0002216571080753127,1,451,451,0.05009450642502885,3.9911308203991127,49.889135254988915,4060.0,4962.0,903,0.05003914682264574,4.208194905869324,50.055370985603545,5413.0,6767.0,1355,0.3498917881788791,0.0,0.0
pi,sqrt11,3.141592653589793,3.3166247903554,0.9547788836611597,"[0; 1, 21, 8, 1, 4, 6, 1, 4, 1]",21,22,0.9545454545454546,0.00023342911570511937,0.00023342911570511937,4283.955739537032,0.004545454545454545,pi / sqrt11,21/22,0.00023342911570511937,1,428,428,0.050070545318756814,4.439252336448598,50.0,3855.0,4712.0,858,0.05007054531875734,4.545454545454546,50.0,5140.0,6425.0,1286,0.3498038615650873,0.0,0.0
inv_pi,sqrt11,0.3183098861837907,3.3166247903554,0.045221116338840295,"[0; 22, 8, 1, 4, 6, 1, 4, 1, 2]",1,22,0.045454545454545456,-0.000233429115705161,0.000233429115705161,4283.955739536268,0.004545454545454545,inv_pi / sqrt11,1/22,0.000233429115705161,1,428,428,0.05007054531875675,4.439252336448598,50.0,3855.0,4712.0,858,0.05007054531875684,4.545454545454546,50.0,5140.0,6425.0,1286,0.3498038615650863,0.0,0.0
pi_over_sqrt2,pi_over_4,2.221441469079183,0.7853981633974483,0.6958871138825509,"[0; 1, 2, 3, 2, 7, 1, 1, 1, 1]",16,23,0.6956521739130435,0.00023493996950740836,0.00023493996950740836,4256.406443299837,0.004347826086956522,pi_over_sqrt2 / pi_over_4,16/23,0.00023493996950740836,1,425,425,0.050042213505073825,4.235294117647059,49.88235294117647,3830.0,4682.0,853,0.0501009915862899,4.337631887456038,49.941383352872215,5107.0,6384.0,1278,0.34984759480470407,0.0,0.0
sqrt2_over_pi,pi_over_4,0.4501581580785531,0.7853981633974483,0.30411288611744913,"[0; 3, 3, 2, 7, 1, 1, 1, 1, 2]",7,23,0.30434782608695654,-0.00023493996950740836,0.00023493996950740836,4256.406443299837,0.004347826086956522,sqrt2_over_pi / pi_over_4,7/23,0.00023493996950740836,1,425,425,0.050042213505073804,4.235294117647059,49.88235294117647,3830.0,4682.0,853,0.05010099158629391,4.337631887456038,49.941383352872215,5107.0,6384.0,1278,0.349847594804703,0.0,0.0
pi_over_4,sqrt3,0.7853981633974483,1.7320508075688772,0.5602370776985419,"[0; 1, 1, 3, 1, 1, 1, 6, 9, 5]",14,25,0.56,0.00023707769854186544,0.00023707769854186544,4218.026436693329,0.004,pi_over_4 / sqrt3,14/25,0.00023707769854186544,1,421,421,0.05002339439234479,3.800475059382423,49.8812351543943,3796.0,4639.0,844,0.050023409244359406,3.909952606635071,49.88151658767773,5061.0,6327.0,1267,0.34992041549768504,0.0,0.0
zeta3,sqrt2,1.202056903159594,1.4142135623730951,0.531010384382788,"[0; 1, 1, 7, 1, 1, 3, 1, 1, 5]",17,32,0.53125,-0.00023961561721197455,0.00023961561721197455,4173.350684047258,0.003125,zeta3 / sqrt2,17/32,0.00023961561721197455,1,417,417,0.050079663997302584,3.117505995203837,49.88009592326139,3756.0,4590.0,835,0.05001978898578006,3.1137724550898205,50.05988023952096,5008.0,6260.0,1253,0.3499943873722649,0.0,0.0
catalan,pi,0.915965594177219,3.141592653589793,0.9233212332093468,"[0; 1, 12, 24, 6, 1, 225, 3, 1, 9]",12,13,0.9230769230769231,0.00024431013242365296,0.00024431013242365296,4093.1581104705124,0.007692307692307693,catalan / pi,12/13,0.00024431013242365296,1,409,409,0.050083577146859515,7.579462102689487,49.877750611246945,3683.0,4502.0,820,0.05008367136146783,7.682926829268292,49.8780487804878,4911.0,6139.0,1229,0.3498134816409664,0.0,0.0
catalan,inv_pi,0.915965594177219,0.3183098861837907,0.07667876679065325,"[0; 13, 24, 6, 1, 225, 3, 1, 9, 2]",1,13,0.07692307692307693,-0.0002443101324236807,0.0002443101324236807,4093.158110470047,0.007692307692307693,catalan / inv_pi,1/13,0.0002443101324236807,1,409,409,0.050083577146853665,7.579462102689487,49.877750611246945,3683.0,4502.0,820,0.05008367136146312,7.682926829268292,49.8780487804878,4911.0,6139.0,1229,0.3498134816408124,0.0,0.0
ln_phi,sqrt2_over_pi,0.48121182505960347,0.4501581580785531,0.916421664701823,"[0; 1, 10, 1, 27, 2, 2, 1, 24, 1]",11,12,0.9166666666666666,-0.00024500196484367187,0.00024500196484367187,4081.599919568273,0.008333333333333333,ln_phi / sqrt2_over_pi,11/12,0.00024500196484367187,1,408,408,0.05010290181053928,8.333333333333332,50.0,3673.0,4489.0,817,0.05004175625321286,8.32313341493268,49.93880048959608,4897.0,6122.0,1226,0.3498383253064138,0.0,0.0
ln_phi,pi_over_sqrt2,0.48121182505960347,2.221441469079183,0.08357833529817704,"[0; 11, 1, 27, 2, 2, 1, 24, 1, 54]",1,12,0.08333333333333333,0.0002450019648437135,0.0002450019648437135,4081.5999195675795,0.008333333333333333,ln_phi / pi_over_sqrt2,1/12,0.0002450019648437135,1,408,408,0.05010290181053846,8.333333333333332,50.0,3673.0,4489.0,817,0.050041756253209384,8.32313341493268,49.93880048959608,4897.0,6122.0,1226,0.3498383253064143,0.0,0.0
pi,catalan,3.141592653589793,0.915965594177219,0.9585800365024273,"[0; 1, 23, 6, 1, 225, 3, 1, 9, 2]",23,24,0.9583333333333334,0.0002467031690939203,0.0002467031690939203,4053.45421249655,0.004166666666666667,pi / catalan,23/24,0.0002467031690939203,1,405,405,0.050080743326073165,3.950617283950617,49.876543209876544,3648.0,4458.0,811,0.05001912965447655,4.192355117139334,50.06165228113441,4864.0,6080.0,1217,0.3499597412821351,0.0,0.0
inv_pi,catalan,0.3183098861837907,0.915965594177219,0.04141996349757271,"[0; 24, 6, 1, 225, 3, 1, 9, 2, 6]",1,24,0.041666666666666664,-0.000246703169093955,0.000246703169093955,4053.45421249598,0.004166666666666667,inv_pi / catalan,1/24,0.000246703169093955,1,405,405,0.05008074332607334,3.950617283950617,49.876543209876544,3648.0,4458.0,811,0.05001912965447792,4.192355117139334,50.06165228113441,4864.0,6080.0,1217,0.3499597412821344,0.0,0.0
sqrt7,pi_over_sqrt2,2.6457513110645907,2.221441469079183,0.21900319514929434,"[0; 4, 1, 1, 3, 3, 1, 1, 2, 1]",7,32,0.21875,0.0002531951492943385,0.0002531951492943385,3949.5227408069472,0.003125,sqrt7 / pi_over_sqrt2,7/32,0.0002531951492943385,1,394,394,0.050006041985631806,3.0456852791878175,50.0,3554.0,4344.0,791,0.05006942807592542,3.034134007585335,49.81036662452591,4739.0,5924.0,1186,0.3499099384627654,0.0,0.0
sqrt7,sqrt2_over_pi,2.6457513110645907,0.4501581580785531,0.7809968048507057,"[0; 1, 3, 1, 1, 3, 3, 1, 1, 2]",25,32,0.78125,-0.0002531951492943385,0.0002531951492943385,3949.5227408069472,0.003125,sqrt7 / sqrt2_over_pi,25/32,0.0002531951492943385,1,394,394,0.050006041985632,3.0456852791878175,50.0,3554.0,4344.0,791,0.050069428075927,3.034134007585335,49.81036662452591,4739.0,5924.0,1186,0.3499099384627658,0.0,0.0
sqrt11,pi,3.3166247903554,3.141592653589793,0.0473629204758248,"[0; 21, 8, 1, 4, 6, 1, 4, 1, 2]",1,21,0.047619047619047616,-0.0002561271432228174,0.0002561271432228174,3904.3109114368704,0.004761904761904762,sqrt11 / pi,1/21,0.0002561271432228174,1,390,390,0.0500728565000613,4.615384615384616,50.0,3513.0,4294.0,782,0.050073060164660094,4.731457800511509,49.87212276214834,4685.0,5856.0,1172,0.3499181083558729,0.0,0.0
